Incident.month,Incident.year,Recovery.status,State,Latitude,Longitude,Shark.common.name,Provoked.unprovoked
3,2000,uninjured,NSW,-33.48333333,151.4166667,white shark,Unprovoked
12,1951,uninjured,NSW,-33.36666667,151.4333333,white shark,Unprovoked
1,1954,injured,NSW,-33.45,151.4333333,other,Unprovoked
12,2009,injured,NSW,-33.45,151.4333333,other,Provoked
1,2012,injured,NSW,-33.45,151.4333333,white shark,Unprovoked
10,2014,injured,NSW,-33.45,151.4333333,other,Provoked
11,2017,injured,NSW,-33.465,151.435,white shark,Unprovoked
3,1955,fatal,NSW,-33.41666667,151.45,white shark,Unprovoked
1,1863,fatal,NSW,-31.88333333,151.4666667,bull shark,Unprovoked
3,2005,uninjured,NSW,-33.38333333,151.4833333,white shark,Unprovoked
11,2018,injured,NSW,-33.37,151.4859,other,Unprovoked
1,1880,injured,NSW,-33.08333333,151.5,bull shark,Unprovoked
2,1920,uninjured,NSW,-33.33333333,151.5,other,Provoked
2,1954,fatal,NSW,-33.33333333,151.5,white shark,Unprovoked
5,2001,injured,NSW,-33.23333333,151.5333333,white shark,Unprovoked
7,1988,injured,NSW,-33.26666667,151.5666667,white shark,Unprovoked
1,2021,injured,NSW,-33.0833,151.5833,bull shark,Unprovoked
10,1946,injured,NSW,-33.05,151.6333333,bull shark,Unprovoked
2,1958,uninjured,NSW,-33.05,151.6333333,bull shark,Provoked
4,1882,fatal,NSW,-33.08333333,151.65,white shark,Unprovoked
2,2004,injured,NSW,-33.1,151.65,other,Provoked
2,2016,uninjured,NSW,-34,151.65,white shark,Unprovoked
12,1876,injured,NSW,-32.76666667,151.7,bull shark,Unprovoked
5,2012,uninjured,NSW,-33,151.7,white shark,Unprovoked
1,2020,injured,QLD,-23.2951,151.7079,other,Unprovoked
4,2020,fatal,QLD,-23.2951,151.7079,other,Unprovoked
12,2019,injured,QLD,-23.3,151.71,other,
7,1920,injured,QLD,-20.9,151.7166667,tiger shark,Provoked
11,1874,injured,NSW,-33,151.7166667,other,Provoked
10,1932,injured,NSW,-33,151.7166667,white shark,Unprovoked
1,2012,injured,NSW,-33,151.7166667,white shark,Unprovoked
1,1920,fatal,NSW,-32.9,151.75,bull shark,Unprovoked
12,1936,fatal,NSW,-32.9,151.75,bull shark,Unprovoked
10,1907,injured,NSW,-32.93333333,151.75,white shark,Unprovoked
1,1923,uninjured,NSW,-32.93333333,151.75,white shark,Provoked
3,1927,injured,NSW,-32.93333333,151.75,white shark,Unprovoked
4,1928,fatal,NSW,-32.93333333,151.75,white shark,Unprovoked
2,1937,fatal,NSW,-32.93333333,151.75,white shark,Unprovoked
1,1949,fatal,NSW,-32.93333333,151.75,white shark,Unprovoked
12,1951,fatal,NSW,-32.93333333,151.75,white shark,Unprovoked
4,1957,injured,NSW,-32.93333333,151.75,other,Unprovoked
4,2002,injured,NSW,-32.93333333,151.75,other,Unprovoked
2,2015,injured,NSW,-32.95,151.75,other,Unprovoked
1,1910,fatal,NSW,-32.9,151.7666667,bull shark,Unprovoked
11,1894,injured,NSW,-32.91666667,151.7833333,white shark,Unprovoked
3,1918,injured,NSW,-32.91666667,151.7833333,white shark,Unprovoked
1,1919,injured,NSW,-32.91666667,151.7833333,white shark,Unprovoked
3,1925,fatal,NSW,-32.91666667,151.7833333,white shark,Unprovoked
4,2006,injured,NSW,-32.91666667,151.7833333,other,Unprovoked
1,1922,injured,NSW,-32.85,151.8333333,white shark,Unprovoked
12,1940,fatal,NSW,-32.85,151.8333333,tiger shark,Unprovoked
2,1948,fatal,NSW,-32.85,151.8333333,tiger shark,Unprovoked
10,2004,injured,NSW,-32.85,151.8333333,white shark,Unprovoked
12,1966,injured,QLD,-23.43333333,151.9,other,Unprovoked
3,1996,injured,QLD,-23.43333333,151.9,other,Unprovoked
12,2000,injured,QLD,-23.43333333,151.9,other,Provoked
12,2009,injured,QLD,-23.43333333,151.9,other,Provoked
1,2016,injured,QLD,-23.43333333,151.9,other,Unprovoked
12,1934,injured,NSW,-33.95,151.9666667,bull shark,Unprovoked
1,2015,injured,NSW,-32.68333333,152.0333333,other,Provoked
10,2017,injured,NSW,-32.798333,152.079167,other,Provoked
10,2018,injured,NSW,-32.7667,152.0833,other,Provoked
5,2019,injured,QLD,-24.7293,152.101,other,Unprovoked
12,1881,injured,QLD,-24.83333333,152.1166667,bull shark,Unprovoked
9,1898,injured,NSW,-32.71666667,152.1166667,bull shark,Provoked
4,2019,injured,NSW,-32.7501,152.1459,other,Provoked
1,1918,injured,NSW,-32.66666667,152.15,other,Provoked
9,1958,injured,NSW,-32.71666667,152.1666667,other,Provoked
5,1957,injured,NSW,-32.68333333,152.1833333,white shark,Provoked
12,2007,injured,NSW,-32.68333333,152.1833333,white shark,Unprovoked
1,2002,injured,NSW,-32.73333333,152.1833333,bull shark,Unprovoked
4,2009,uninjured,NSW,-32.73333333,152.1833333,bull shark,Unprovoked
3,2011,injured,NSW,-32.73333333,152.1833333,white shark,Unprovoked
3,1895,injured,QLD,-24.9,152.2333333,bull shark,Unprovoked
3,2007,injured,QLD,-24.71666667,152.2666667,bull shark,Unprovoked
4,1960,uninjured,NSW,-32.6,152.3166667,other,Provoked
2,2012,injured,NSW,-32.6,152.3166667,other,Provoked
1,1939,uninjured,NSW,-29.41666667,152.3333333,bull shark,Provoked
2,1992,uninjured,QLD,-24.86666667,152.35,tiger shark,Unprovoked
10,1988,uninjured,QLD,-23.9,152.3833333,tiger shark,Provoked
1,2010,uninjured,QLD,-24.8,152.45,white shark,Unprovoked
11,2019,injured,QLD,-24.8312,152.4592,other,Unprovoked
12,2009,uninjured,NSW,-32.16666667,152.5,white shark,Unprovoked
1,1944,injured,NSW,-32.16666667,152.5166667,white shark,Unprovoked
2,1987,injured,NSW,-32.16666667,152.5166667,other,Provoked
1,2007,uninjured,NSW,-32.38333333,152.5166667,white shark,Unprovoked
2,2009,uninjured,NSW,-32.38333333,152.5166667,white shark,Unprovoked
1,1980,injured,NSW,-32.43333333,152.5166667,other,Provoked
10,2003,injured,NSW,-32.43333333,152.5166667,other,Unprovoked
12,2008,uninjured,NSW,-32.43333333,152.5166667,other,Unprovoked
12,2016,injured,NSW,-32.30595,152.52275,white shark,Unprovoked
10,2019,uninjured,NSW,-32.4436,152.5279,white shark,Unprovoked
11,2004,injured,NSW,-32.01666667,152.5333333,other,Unprovoked
5,2015,injured,NSW,-32.01666667,152.5333333,white shark,Unprovoked
9,2015,injured,NSW,-32.06666667,152.5333333,white shark,Unprovoked
5,2011,injured,NSW,-32.45,152.5333333,other,Provoked
9,2015,injured,NSW,-33.05,152.5333333,other,Provoked
11,1920,injured,NSW,-32.2,152.55,other,Provoked
4,2004,injured,NSW,-32.2,152.55,other,Unprovoked
2,2012,uninjured,NSW,-31.98333333,152.5666667,white shark,Unprovoked
10,2014,injured,NSW,-31.98333333,152.5666667,other,Provoked
12,1999,uninjured,NSW,-32.21666667,152.6,other,Unprovoked
5,2012,injured,NSW,-32.21666667,152.6,other,Provoked
1,1881,uninjured,NSW,-31.06666667,152.6333333,bull shark,Unprovoked
1,1886,uninjured,QLD,-25.53333333,152.7,bull shark,Unprovoked
12,1922,fatal,QLD,-25.53333333,152.7,tiger shark,Unprovoked
1,1855,injured,QLD,-25.5,152.7166667,bull shark,Unprovoked
11,1874,injured,QLD,-25.5,152.7166667,bull shark,Unprovoked
3,2011,injured,NSW,-31.83333333,152.7333333,white shark,Unprovoked
12,1947,injured,NSW,-31.7,152.75,bull shark,Provoked
1,1932,injured,QLD,-27.6,152.7666667,bull shark,Unprovoked
12,2012,injured,NSW,-31.73333333,152.7833333,bull shark,Unprovoked
2,2005,injured,QLD,-27.55,152.8166667,bull shark,Unprovoked
10,1995,injured,QLD,-25,152.8333333,tiger shark,Unprovoked
1,1897,injured,NSW,-31.06666667,152.8333333,bull shark,Unprovoked
11,1947,fatal,NSW,-31.33333333,152.8333333,bull shark,Unprovoked
11,1947,injured,NSW,-31.33333333,152.8333333,bull shark,Unprovoked
1,1881,injured,QLD,-25.25,152.85,tiger shark,Unprovoked
2,2019,uninjured,NSW,-30.452,152.8979,other,Unprovoked
1,1880,injured,QLD,-27.51666667,152.9,bull shark,Unprovoked
8,2020,injured,NSW,-31.4333,152.9,white shark,Unprovoked
9,2014,injured,NSW,-31.41666667,152.9166667,other,Unprovoked
2,2009,uninjured,NSW,-31.45,152.9166667,white shark,Unprovoked
12,2013,injured,NSW,-31.45,152.9166667,other,Unprovoked
3,2014,injured,NSW,-31.46666667,152.9166667,other,Provoked
8,2015,injured,NSW,-31.46666667,152.9166667,white shark,Unprovoked
11,2020,injured,NSW,-31.4295,152.9193,other,Unprovoked
6,2007,injured,NSW,-31.18333333,152.9666667,bull shark,Unprovoked
8,2010,injured,NSW,-31.18333333,152.9666667,white shark,Unprovoked
3,2016,uninjured,NSW,-31.18333333,152.9666667,white shark,Unprovoked
5,2010,injured,NSW,-31.3,152.9666667,bull shark,Unprovoked
4,2020,injured,NSW,-31.19,152.98,other,Unprovoked
8,1836,fatal,QLD,-25.48333333,152.9833333,other,Unprovoked
8,1836,fatal,QLD,-25.48333333,152.9833333,other,Unprovoked
4,1928,injured,QLD,-27.51666667,152.9833333,bull shark,Unprovoked
2,1999,injured,NSW,-30.56666667,152.9833333,white shark,Unprovoked
1,2004,injured,NSW,-30.56666667,152.9833333,other,Unprovoked
12,1996,injured,QLD,-26.5,153,other,Unprovoked
10,1998,injured,QLD,-26.5,153,other,Provoked
1,1869,injured,QLD,-27.46666667,153,bull shark,Unprovoked
1,1895,uninjured,QLD,-27.46666667,153,bull shark,Unprovoked
1,1901,fatal,QLD,-27.46666667,153,bull shark,Unprovoked
12,1901,injured,QLD,-27.46666667,153,bull shark,Unprovoked
1,1902,injured,QLD,-27.48333333,153,bull shark,Unprovoked
12,2018,injured,NSW,-30.643181,153.008839,other,Unprovoked
1,1872,injured,QLD,-25.8,153.0166667,other,Unprovoked
1,1870,injured,QLD,-27.46666667,153.0166667,bull shark,Unprovoked
1,1940,injured,QLD,-27.48333333,153.0166667,bull shark,Unprovoked
4,2001,injured,NSW,-30.63333333,153.0166667,other,Unprovoked
1,2004,injured,NSW,-30.63333333,153.0166667,other,Unprovoked
12,1919,fatal,NSW,-30.91666667,153.0166667,bull shark,Unprovoked
1,1837,fatal,NSW,-30.93333333,153.0166667,bull shark,Unprovoked
11,1880,fatal,QLD,-27.46666667,153.0333333,bull shark,Unprovoked
2,1927,uninjured,QLD,-27.46666667,153.0333333,bull shark,Unprovoked
4,1960,injured,NSW,-30.86666667,153.0333333,white shark,Unprovoked
12,2012,injured,NSW,-30.86666667,153.0333333,other,Provoked
7,1878,injured,QLD,-25.8,153.05,bull shark,Provoked
11,1912,injured,QLD,-27.31666667,153.05,tiger shark,Unprovoked
11,1913,injured,QLD,-27.31666667,153.05,tiger shark,Unprovoked
1,1914,injured,QLD,-27.31666667,153.05,other,Unprovoked
12,1966,injured,NSW,-30.88333333,153.05,other,Provoked
1,2001,uninjured,NSW,-30.88333333,153.05,white shark,Unprovoked
4,2017,uninjured,QLD,-27.05206667,153.05745,other,Unprovoked
7,2019,injured,QLD,-26.7994,153.0611,bull shark,Unprovoked
4,1929,injured,QLD,-26.98333333,153.0666667,bull shark,Provoked
11,1915,injured,QLD,-27.31666667,153.0666667,bull shark,Unprovoked
9,1990,injured,QLD,-25.9,153.0833333,other,Unprovoked
12,1961,fatal,QLD,-26.36666667,153.0833333,bull shark,Unprovoked
2,2002,injured,QLD,-26.36666667,153.0833333,other,Unprovoked
1,2013,injured,QLD,-26.36666667,153.0833333,tiger shark,Unprovoked
1,2001,uninjured,QLD,-26.38333333,153.0833333,tiger shark,Unprovoked
11,2011,injured,QLD,-26.46666667,153.0833333,other,Provoked
7,1975,injured,QLD,-26.65,153.0833333,white shark,Unprovoked
11,1847,injured,QLD,-27.43333333,153.0833333,bull shark,Unprovoked
12,1892,injured,QLD,-27.43333333,153.0833333,bull shark,Unprovoked
2,1936,uninjured,QLD,-27.43333333,153.0833333,bull shark,Unprovoked
9,2005,uninjured,NSW,-30.88333333,153.0833333,tiger shark,Unprovoked
2,1937,injured,NSW,-30.91666667,153.0833333,other,Unprovoked
7,1997,injured,QLD,-26.65,153.1,tiger shark,Unprovoked
12,1959,uninjured,QLD,-27.23333333,153.1,tiger shark,Provoked
11,1950,injured,QLD,-28.1,153.1,bull shark,Unprovoked
2,2003,fatal,QLD,-28.1,153.1,bull shark,Unprovoked
7,2015,uninjured,QLD,-28.1,153.1,white shark,Unprovoked
3,1918,injured,NSW,-28.15,153.1,tiger shark,Unprovoked
6,2018,injured,NSW,-30.296,153.11,other,Unprovoked
1,1959,injured,QLD,-26.66666667,153.1166667,other,Unprovoked
1,1979,uninjured,QLD,-26.66666667,153.1166667,other,Provoked
12,1978,injured,QLD,-26.8,153.1166667,bull shark,Unprovoked
11,1938,injured,QLD,-27.35,153.1166667,other,Provoked
3,1904,injured,QLD,-27.41666667,153.1166667,bull shark,Unprovoked
7,2020,fatal,QLD,-25.2398,153.1325,other,Provoked
8,1977,fatal,QLD,-26.68333333,153.1333333,tiger shark,Unprovoked
5,2006,injured,QLD,-26.68333333,153.1333333,other,Provoked
2,2012,uninjured,QLD,-26.75,153.1333333,other,Unprovoked
4,1863,fatal,QLD,-26.8,153.1333333,tiger shark,Unprovoked
12,1948,fatal,QLD,-26.8,153.1333333,tiger shark,Unprovoked
2,2006,injured,QLD,-26.8,153.1333333,other,Unprovoked
1,2016,injured,QLD,-26.8,153.1333333,other,Provoked
11,2013,fatal,NSW,-30.26666667,153.1333333,tiger shark,Unprovoked
4,2002,uninjured,NSW,-30.28333333,153.1333333,bull shark,Provoked
10,2003,injured,NSW,-30.28333333,153.1333333,other,Unprovoked
9,2005,injured,NSW,-30.3,153.1333333,other,Unprovoked
11,2018,uninjured,QLD,-26.791,153.139,tiger shark,Unprovoked
1,2020,uninjured,NSW,-30.3119,153.1427,bull shark,Unprovoked
12,1862,fatal,QLD,-27.36666667,153.15,bull shark,Unprovoked
12,1960,injured,QLD,-27.36666667,153.15,bull shark,Unprovoked
11,1921,fatal,QLD,-27.43333333,153.15,bull shark,Unprovoked
11,1921,injured,QLD,-27.43333333,153.15,bull shark,Unprovoked
1,1902,injured,QLD,-27.43333333,153.1666667,other,Provoked
10,1938,injured,QLD,-27.43333333,153.1666667,tiger shark,Provoked
12,1959,fatal,QLD,-27.43333333,153.1666667,tiger shark,Unprovoked
12,1899,injured,QLD,-27.55,153.1833333,bull shark,Unprovoked
4,1914,injured,NSW,-29.43333333,153.1833333,bull shark,Provoked
10,1926,injured,NSW,-29.45,153.1833333,bull shark,Unprovoked
1,1961,injured,NSW,-30.63333333,153.1833333,other,Provoked
10,2010,injured,NSW,-30.06666667,153.2,other,Unprovoked
10,2019,uninjured,QLD,-27.0609,153.2006,other,
6,1917,injured,QLD,-27.23333333,153.2166667,other,Provoked
2,1915,injured,QLD,-27.26666667,153.2166667,other,Unprovoked
1,1850,fatal,QLD,-27.28333333,153.2166667,tiger shark,Unprovoked
11,1892,injured,QLD,-27.45,153.2166667,other,Unprovoked
12,1898,injured,QLD,-27.46666667,153.2166667,other,Provoked
4,1972,injured,QLD,-27.46666667,153.2333333,other,Unprovoked
10,2016,injured,QLD,-27.335,153.235,white shark,Unprovoked
3,1847,injured,QLD,-27.25,153.25,bull shark,Unprovoked
3,1977,fatal,QLD,-27.25,153.25,tiger shark,Unprovoked
3,1977,fatal,QLD,-27.25,153.25,tiger shark,Unprovoked
1,1861,injured,QLD,-27.51666667,153.2666667,other,Unprovoked
3,1905,injured,NSW,-28.8,153.2666667,bull shark,Unprovoked
12,1920,injured,NSW,-28.8,153.2666667,bull shark,Unprovoked
7,2020,fatal,NSW,-29.853,153.2715,white shark,Unprovoked
3,1903,fatal,QLD,-27.7,153.2833333,bull shark,Unprovoked
2,2009,uninjured,NSW,-29.76666667,153.2833333,white shark,Unprovoked
1,1863,fatal,QLD,-27.58333333,153.3166667,tiger shark,Provoked
9,2017,injured,NSW,-29.59387,153.3322,white shark,Unprovoked
3,1992,uninjured,QLD,-27.98333333,153.3333333,bull shark,Provoked
2,1997,injured,QLD,-27.98333333,153.3333333,bull shark,Unprovoked
11,1875,injured,NSW,-29.4,153.3333333,white shark,Provoked
12,1875,injured,NSW,-29.4,153.3333333,bull shark,Unprovoked
11,1879,injured,NSW,-29.4,153.3333333,white shark,Unprovoked
5,1913,injured,NSW,-29.4,153.3333333,bull shark,Provoked
9,2010,injured,NSW,-29.4,153.3333333,white shark,Unprovoked
3,1850,injured,NSW,-29.41666667,153.3333333,other,Unprovoked
7,1875,injured,NSW,-29.41666667,153.3333333,tiger shark,Unprovoked
11,1995,injured,NSW,-29.53333333,153.3333333,bull shark,Provoked
2,2001,injured,NSW,-29.6,153.3333333,tiger shark,Unprovoked
3,2003,injured,NSW,-29.41666667,153.35,other,Unprovoked
12,2001,injured,NSW,-29.43333333,153.35,other,Unprovoked
4,2013,injured,NSW,-29.46666667,153.35,other,Provoked
12,2011,injured,NSW,-29.48333333,153.35,white shark,Unprovoked
2,2010,uninjured,NSW,-29.41666667,153.3666667,white shark,Unprovoked
7,2015,injured,NSW,-29.43333333,153.3666667,white shark,Unprovoked
12,1985,injured,NSW,-29.91666667,153.3833333,other,Provoked
5,1870,injured,QLD,-27.08333333,153.4,other,Provoked
10,1992,fatal,QLD,-27.08333333,153.4,white shark,Unprovoked
11,2005,uninjured,QLD,-27.18333333,153.4,other,Unprovoked
1,1996,injured,QLD,-27.85,153.4,bull shark,Unprovoked
11,1989,injured,QLD,-28.03333333,153.4,bull shark,Unprovoked
10,1990,injured,QLD,-28.03333333,153.4,bull shark,Unprovoked
1,1991,injured,QLD,-28.03333333,153.4,bull shark,Unprovoked
12,1923,injured,NSW,-28.31666667,153.4,bull shark,Unprovoked
10,2001,uninjured,QLD,-27.28333333,153.4166667,tiger shark,Unprovoked
4,1994,injured,QLD,-27.93333333,153.4166667,other,Unprovoked
12,2007,injured,QLD,-27.93333333,153.4166667,other,Unprovoked
3,2000,injured,QLD,-27.96666667,153.4166667,white shark,Unprovoked
1,1994,injured,QLD,-27.98333333,153.4166667,bull shark,Unprovoked
5,2014,injured,QLD,-27.98333333,153.4166667,bull shark,Unprovoked
1,1940,injured,QLD,-28,153.4166667,tiger shark,Unprovoked
8,1956,injured,QLD,-28,153.4166667,other,Provoked
11,1958,fatal,QLD,-28,153.4166667,tiger shark,Unprovoked
11,1990,injured,QLD,-28,153.4166667,bull shark,Unprovoked
12,2002,fatal,QLD,-28.05,153.4166667,bull shark,Unprovoked
1,1994,injured,QLD,-27.98732688,153.4271116,bull shark,Unprovoked
10,1999,injured,QLD,-27.38333333,153.4333333,other,Provoked
1,2006,fatal,QLD,-27.4,153.4333333,bull shark,Unprovoked
11,1959,injured,QLD,-28.01666667,153.4333333,tiger shark,Provoked
3,2012,injured,QLD,-28.05,153.4333333,bull shark,Provoked
10,1933,injured,NSW,-29.1,153.4333333,other,Provoked
1,1949,injured,NSW,-29.1,153.4333333,other,Provoked
1,1952,injured,NSW,-29.1,153.4333333,other,Unprovoked
12,1997,injured,NSW,-29.1,153.4333333,other,Unprovoked
12,2009,injured,NSW,-29.1,153.4333333,white shark,Unprovoked
7,2015,injured,NSW,-29.1,153.4333333,white shark,Unprovoked
12,1919,injured,QLD,-27.08333333,153.45,other,Provoked
1,2015,uninjured,QLD,-27.63333333,153.45,bull shark,Unprovoked
4,1977,injured,QLD,-28.08333333,153.45,bull shark,Unprovoked
12,1950,fatal,QLD,-28.1,153.4666667,tiger shark,Unprovoked
12,2013,injured,QLD,-28.1,153.4666667,other,Unprovoked
12,1953,injured,QLD,-28.11666667,153.4666667,white shark,Unprovoked
6,1933,injured,QLD,-28.13333333,153.4666667,bull shark,Unprovoked
4,1934,injured,QLD,-28.15,153.4833333,tiger shark,Unprovoked
3,1918,injured,QLD,-28.15,153.5166667,other,Provoked
10,1937,fatal,QLD,-28.16666667,153.5166667,tiger shark,Unprovoked
10,1937,fatal,QLD,-28.16666667,153.5166667,tiger shark,Unprovoked
8,1973,injured,QLD,-27.41666667,153.5333333,white shark,Unprovoked
3,1980,injured,QLD,-27.41666667,153.5333333,other,Unprovoked
2,1962,injured,QLD,-28.15,153.5333333,other,Provoked
4,1990,uninjured,QLD,-28.15,153.5333333,tiger shark,Unprovoked
1,1997,injured,QLD,-28.15,153.5333333,bull shark,Unprovoked
4,2008,injured,QLD,-28.15,153.5333333,other,Unprovoked
12,1929,uninjured,QLD,-28.16666667,153.5333333,other,Unprovoked
11,1983,injured,QLD,-28.16666667,153.5333333,tiger shark,Unprovoked
1,1992,injured,QLD,-28.16666667,153.5333333,white shark,Unprovoked
11,2001,uninjured,NSW,-28.81666667,153.5333333,white shark,Unprovoked
9,2020,fatal,QLD,-28.164,153.5476,other,Unprovoked
1,2012,uninjured,NSW,-28.16666667,153.55,tiger shark,Provoked
4,1990,uninjured,NSW,-28.18333333,153.55,white shark,Unprovoked
1,2009,injured,NSW,-28.18333333,153.55,white shark,Unprovoked
1,1958,injured,NSW,-28.53333333,153.55,other,Unprovoked
3,2007,injured,NSW,-28.53333333,153.55,white shark,Unprovoked
1,1989,injured,NSW,-28.88333333,153.55,white shark,Unprovoked
7,2007,injured,WA,-28.49759419,153.5523964,other,Provoked
1,2008,injured,NSW,-28.18333333,153.5666667,other,Unprovoked
2,1977,injured,NSW,-28.23333333,153.5666667,tiger shark,Unprovoked
4,2008,fatal,NSW,-28.86666667,153.5666667,bull shark,Unprovoked
2,2015,injured,NSW,-28.88333333,153.5666667,white shark,Unprovoked
6,2020,fatal,NSW,-28.2778,153.5774,white shark,Unprovoked
6,2019,injured,NSW,-28.7999,153.58,other,Unprovoked
1,1962,injured,NSW,-28.78333333,153.5833333,white shark,Unprovoked
8,1989,uninjured,NSW,-28.78333333,153.5833333,white shark,Unprovoked
10,2009,uninjured,NSW,-28.78333333,153.5833333,white shark,Unprovoked
7,2015,uninjured,NSW,-28.78333333,153.5833333,white shark,Unprovoked
2,2015,fatal,NSW,-28.85,153.5833333,white shark,Unprovoked
7,2015,injured,NSW,-28.86666667,153.5833333,white shark,Unprovoked
11,2015,injured,NSW,-28.86666667,153.5833333,bull shark,Unprovoked
9,2016,injured,NSW,-28.86666667,153.5833333,white shark,Unprovoked
5,2016,uninjured,NSW,-28.25276667,153.5921833,other,Provoked
10,1939,injured,QLD,-16.71666667,153.5943805,other,Unprovoked
11,2018,injured,NSW,-28.8632,153.5944,white shark,Unprovoked
11,2007,uninjured,NSW,-28.63333333,153.6,white shark,Unprovoked
5,2013,injured,NSW,-28.63333333,153.6,other,Provoked
9,2014,fatal,NSW,-28.63333333,153.6,white shark,Unprovoked
6,2015,uninjured,NSW,-28.63333333,153.6,white shark,Unprovoked
4,2016,injured,NSW,-28.63333333,153.6,other,Provoked
12,2011,injured,NSW,-28.7,153.6,white shark,Unprovoked
2,2007,injured,NSW,-28.83333333,153.6,white shark,Unprovoked
1,2015,uninjured,NSW,-28.83333333,153.6,white shark,Unprovoked
10,2016,injured,NSW,-28.83333333,153.6,white shark,Unprovoked
2,2019,injured,NSW,-28.6337,153.6003,white shark,Unprovoked
6,2018,uninjured,NSW,-28.84,153.601,white shark,Unprovoked
3,2015,injured,NSW,-28.84453198,153.6053903,other,Provoked
10,1937,injured,NSW,-28.63333333,153.6166667,white shark,Unprovoked
1,1957,uninjured,NSW,-28.63333333,153.6166667,white shark,Unprovoked
9,1979,injured,NSW,-28.63333333,153.6166667,other,Unprovoked
1,1981,uninjured,NSW,-28.63333333,153.6166667,tiger shark,Unprovoked
3,1982,fatal,NSW,-28.63333333,153.6166667,white shark,Unprovoked
6,1993,fatal,NSW,-28.63333333,153.6166667,white shark,Unprovoked
8,2004,injured,NSW,-28.63333333,153.6166667,other,Provoked
10,2007,injured,NSW,-28.63333333,153.6166667,white shark,Unprovoked
8,2008,uninjured,NSW,-28.63333333,153.6166667,white shark,Unprovoked
9,2008,uninjured,NSW,-28.63333333,153.6166667,white shark,Unprovoked
7,2009,injured,NSW,-28.63333333,153.6166667,other,Unprovoked
1,2015,uninjured,NSW,-28.63333333,153.6166667,white shark,Unprovoked
10,1984,uninjured,NSW,-28.68333333,153.6166667,white shark,Unprovoked
9,1974,fatal,QLD,-27.73333333,153.6833333,tiger shark,Unprovoked
2,1996,injured,NSW,-31.51666667,159.05,other,Provoked
4,2015,injured,NSW,-28.86312433,159.05,other,Provoked
